review_text,rating,category_text,binary_label,category_label
Scary...: This game scares the crap out of me and I'm an adult... Daughter loves it...,5.0,Toys_and_Games,1,31
Great Phone Case.: Easy to use and makes my phone look so sleek.,5.0,Unknown,1,32
"Loved it!: This book is so beautifully done!! The artwork is amazing, and my little one wants me to read it over, and over, and over again. Great buy and reasonably priced.",5.0,Books,1,7
Five Stars: my daughter loved it,5.0,Arts_Crafts_and_Sewing,1,3
"Great portable charger: Great portable charger. However, the battery life is average. Only one good phone charge and then it dies itself.",3.0,Cell_Phones_and_Accessories,0,9
Arrived sooner than expected but quite a few were dead ...: Arrived sooner than expected but quite a few were dead and the others didn't seem to last but a few days unfortunately.,2.0,Unknown,0,32
He loves it: The only pro is that it doesn’t list long enough!<br />He loves it,5.0,Pet_Supplies,1,26
The dividing walls are not really sturdy: I received the divider and a couple of the walls were bent.  Not too much that I could not correct it but they should QC the item before sending.  I don't know if this is the vendor or Amazon's issue.  Other than that I am happy with the product.,4.0,Office_Products,1,24
Good purchase: Bought this for my 11 year old son and he loves it.  So far no problems.  He likes the no buttons feature.,5.0,Unknown,1,32
Slow and terrible: Slow and no service. Sucks all together,1.0,Cell_Phones_and_Accessories,0,9
Worth the purchase: Feels amazing,5.0,Health_and_Household,1,16
Can't get enough: We drink this daily. Great taste and sooooo creamy!,5.0,Grocery_and_Gourmet_Food,1,14
"Gentle, Yet Tough: Gentle, yet tough. Just like I like my...well, face soap. My wife is a long time user of Cetaphil. I like Cetaphil, but it wasn't leaving my face feeling quite as squeaky clean as I like. After some research, I came across Basis. I'm happy to say that I'm 2 tubes down out of the 4-pack and am a happy camper. I have sensitive skin, but haven't had any problems. It leaves me with the very clean feeling I was looking for, but doesn't dry out my skin. It is extremely likely that I will be buying more Basis when my supply runs low.",5.0,Beauty_and_Personal_Care,1,6
"Hard to do better for the price: 15 bucks for a class 10 32GB sd card is simply a great deal! Plus its from one of the world’s largest flash memory makers, which makes it a very reliable product. I have had no issues with this sd card in either of my phones.  I would this is significantly faster than my old class 6 card that I had in there.",5.0,Electronics,1,12
Wrong product delivered: I ordered the Formosa Oolong and received South African Honeybush instead.,1.0,Grocery_and_Gourmet_Food,0,14
Cute and practical: My daughter likes falling asleep in the PNW summers with this on her eyes. I like that it actually helps her fall asleep when the sun is still out.,5.0,Health_and_Household,1,16
Five Stars: Came quick and works great,5.0,Unknown,1,32
Comfortable: Perfect for anyone that stands on their feet for more then 3/4 hours at a time daily . Recommend getting 1/2 size up,4.0,Clothing_Shoes_and_Jewelry,1,10
You are my sunshine: This second of a trilogy was so good that I had to get the third.,5.0,Books,1,7
"Son loves: My son loves this. Easy to get items in and out and holds a ton. A bit bulky when closed, but that's the price to pay for the high capacity and quality for the price.",5.0,Unknown,1,32
great quality and fair price. does not get any better than this.: it even came with level sensor installed. I'm a happy customer.,5.0,Sports_and_Outdoors,1,28
"One Star: They can&#34;t find my account, so I can't see any movies!",1.0,Software,0,27
"This decaf coffee has an excellent strong flavor: Someone gave us an old Keurig machine and I don't take caffeine, so thought I'd test out various decaf pods. This Green Mountain Dark Magic is by far my fave. I don't drink regular coffee so don't actually know how it compares, but it tastes and smells great to me. And no slight caffeinated feeling afterwards, as some decafs leave you with.",5.0,Grocery_and_Gourmet_Food,1,14
Great Recent Santana Live Performance: This is a beautifully shot Blu-ray with great sound quality and is a very long recent (2011) concert by Santana and his band.  The music covers his career.  His band is superb. I love Santana taking to the crowd and they have an interview with him and a separate interview with his wife on the disc.  During the performance Santana brings up a young boy from the crowd while he is playing!  His sentiments about peace and harmony in the world voiced during the concert just add to his music.  An absolute must for anyone who likes Santana.  This disc is like being at the concert!,5.0,Movies_and_TV,1,22
Nice cushioned shoe for tennis: Nice cushioned shoe for tennis.<br /><br />Have used twice so far and was getting some rubbing on the heel which I hope disappears after they are more broken in.. overall the support has been good for my Achilles tendonitis and they don't pinch my feet.,3.0,Unknown,0,32
Hilarious and great gift!: This was such a hit for my 4 year old nephew!,5.0,Unknown,1,32
"Research jerky treats before giving to dog: There were treats in this bark box that apparently have caused the death of some dogs (per Facebook group info).  I can’t remember the brand but they were jerky like treats, duck or lamb flavored I believe.  I don’t remember exactly as I threw them away immediately.  The toys were cute and our dog likes them.",3.0,Subscription_Boxes,0,29
DISAPPOINTED.: I bought two of these candles....one for me and one for my daughter. Both of the candles are damaged. It looks like the wax on both candles settled on the side and overflowed to the top. ....I have no idea where the wick is. Very disappointed. At the same time I ordered the 2 complement candles for both of us and they were in perfect condition. I hate returning things so I guess we'll figure out a way to still use these.,1.0,Home_and_Kitchen,0,18
"only lasted one day: only lasted one day cause he wouldn't let them alone, chewed them till they split and ate the marrow out of the middle",4.0,Pet_Supplies,1,26
"My puppy loves this toy!: Awesome product. Great quality toy. My puppy chew and drags this around all day, it's by far his favorite toy! Sellers were helpful and the shipping was fast even though I live in Hawaii.",5.0,Pet_Supplies,1,26
True to length: Good hair,5.0,Beauty_and_Personal_Care,1,6
Grinch Ornaments: The garland was used to make Grinch ornaments for a kindergarten class. Sorry I don't have pictures but we found a way for the students to customize the ornaments and for them all to look really good too.,5.0,Home_and_Kitchen,1,18
Hands down best novel!: Literally her best one yet! I couldn't stop reading. Not even for a little bit! Absolutly amazing work from Lisa!!,5.0,Kindle_Store,1,20
"Durable: Quality plastic, textured bottom and deep enough to keep splash to a minimum. I actually have bought two of these over time, for home and vacation home. It is easier to handle than my larger heated /vibrator spa foot bath.",5.0,Beauty_and_Personal_Care,1,6
Great dolls: They came better than expected! Great value,5.0,Toys_and_Games,1,31
I would recommend: Product was on time and as described.  Fast shipping and no issues.  I would recommend,5.0,Home_and_Kitchen,1,18
"How nice they feel: I really like these slippers this is my second pair, they're really soft and very comfortable, I wear a size 8 so i order a 7/8 fit perfect. So I bought a black pair and they strached out with in three weeks but then I bought a leper pair and they are great.?",5.0,Clothing_Shoes_and_Jewelry,1,10
They stop working after 30 days!!!!: Worked up until  I can’t return them.,1.0,Tools_and_Home_Improvement,0,30
Great buy: I love this shirt.  I bought it for my son once before for a wedding.  It is made very well and fits fantastic.,5.0,Clothing_Shoes_and_Jewelry,1,10
Excellent quality at a very affordable price point.: Purchased as a gift for a friend and he is very satisfied.,5.0,Clothing_Shoes_and_Jewelry,1,10
The best: The best,5.0,Beauty_and_Personal_Care,1,6
"Drain Brush: It works well, but it would work better if the brush had a larger diameter and the bristles were stiffer.",3.0,Industrial_and_Scientific,0,19
"very brite: They are great lights, much brighter than the stock lights and look great",5.0,Automotive,1,4
Five Stars: Great style and fit,5.0,Clothing_Shoes_and_Jewelry,1,10
"excellent cleaners for the cost: I don't often need to clean fiber interfaces, but when I do then these work well. Of course, there are professional tools that cost WAY more that are appropriate for the field tech who is performing this work daily. For me, however, ensuring that the interfaces on used equipment I purchase for personal use are clean and prepared for my use is my use-case for these cleaners and in that role they are performing superbly. They are easy to use and the instructions, while not perfect, are clear enough to get the gist of it and perform the cleaning. Again, for the cost you can't go wrong if your usage is similar to mine.",5.0,Electronics,1,12
Solid product: I bought this to find hidden small dog pee and scorpions. It is well made and does the job. I have used it on nature walks and around the house looking for things you cannot see or are hard to see without it. 100% recommend if you need it.,5.0,Tools_and_Home_Improvement,1,30
"great attention to detail: finely ground, very consistant",5.0,Grocery_and_Gourmet_Food,1,14
"Raspberry mustard: Absolutely delicious, especially on sausages. Really haven’t tried it on much but I’m sure. It would improve any meat dish",5.0,Unknown,1,32
Strong smell: The scent can be a little strong when first sprayed. I'm not sure if my dog liked it. It does de tangle though.,5.0,Pet_Supplies,1,26
"Another Yancey SPECIAL: how can one say anything but GREAT by Yancey! been reading his works since &#34;73, college days",5.0,Books,1,7
"I'm never going back to a bifold wallet: I wish I got this product 10 years ago its really that good. It's slim, light and sleek everything you want in a wallet. The material is great it feels premium.",5.0,Clothing_Shoes_and_Jewelry,1,10
"Excellent quality. Expected fit: Excellent quality. Expected fit. Holds shape, although I've never gotten it wet. Good color combos for both blue and grey. Like it a lot. Cool enough for Florida heat.",4.0,Unknown,1,32
"This is for ONE only, not a pair: The pictures are misleading and I didn't notice that this purchase is for only one brace. That aside, It is nice but somewhat bulky material, especially the seam on the foot portion...",2.0,Industrial_and_Scientific,0,19
Came quickly and fits just fine since it’s adjustable.: Just what I wanted!  Fit perfectly and adjustable,5.0,Pet_Supplies,1,26
Buen producto: Cumple mis expectativas,4.0,Automotive,1,4
"worth reading: althrough, the use of colorful language at the beginning of the book was above my comfort level, the story and characters made for a very good read. I will watch for more to come from Shannon and Lynn.",4.0,Kindle_Store,1,20
"irritating and not breathable: irritating and not breathable, $13 and not eligible for return",1.0,Amazon_Fashion,0,1
Awesome deal: I was pleasantly surprised to receive all Palmer's hair products. I am pleased with the products and the little tote they added.,5.0,Subscription_Boxes,1,29
Good product. Works great so far.: Good product. Works great so far.,5.0,Electronics,1,12
"Beautiful dress: The dress is beautiful, it has a really nice feel to it. The waist is a little high on me (but just because I like a lower waist line)",4.0,Clothing_Shoes_and_Jewelry,1,10
Recieved with a broken string?: [[VIDEOID:15a60ac9430da2820e90b150b257de75]] Cheap string! How could they shipped  a broken item?,1.0,Clothing_Shoes_and_Jewelry,0,10
nice quality: nice quality,5.0,Home_and_Kitchen,1,18
Returned: I don't want to buy this product but my husband wanted it so i did. I should have never. When he recieved the item he noticed the cord did match up with the one on his bike. Thy sent the wrong one. We asked if we could get the right cord but was told no so we returned it. I knew I shouldnt have bought it based on the reviews alone.,1.0,Electronics,0,12
"Perfect for your toothbrush, cute to the eyes: I love these, they're adorable. At first I thought they would be too small to hold a battery operated toothbrush, but it holds up!",5.0,Home_and_Kitchen,1,18
Very nice design and fit: Perfect shirt for my adidas collection. Looks just like the shirt shown in the listing.,5.0,Clothing_Shoes_and_Jewelry,1,10
"These grill mats are great because I still get the flavor: I make a korean beef and I've always wanted to grill it to give it that &#34;grill flavor but because the meat is sliced thinly it just falls through the grill.  I've used aluminum foil or even the grill pans and it just sticks to the pan.  These grill mats are great because I still get the flavor, the meat doesn't fall through and it does not stick to the material!  I just love this product!",5.0,Patio_Lawn_and_Garden,1,25
"Disappointed: It destroyed my fabric, nope don’t waste your money",1.0,Arts_Crafts_and_Sewing,0,3
"Durability is great: I have been using for 5 years, it's still going strong, zippers work great.",5.0,Beauty_and_Personal_Care,1,6
"Great Pair of Shoes: Great shoes, get complements on them every time I wear them. Came on time and fit perfectly. Cannot recommend them enough!",5.0,Clothing_Shoes_and_Jewelry,1,10
Does what you expect: This netting as very stretchy elastic band that will certainly hold in place. We used this netting inside the crib (under mattress) to prevent arms and legs from getting wedged in between the bars.,5.0,Baby_Products,1,5
Muy buena: Es muy buena no se corre y de mantiene intacta por mucho yiempo,5.0,Beauty_and_Personal_Care,1,6
Great product: Gift for my husband and he loves it.,5.0,Clothing_Shoes_and_Jewelry,1,10
"Not as good as original Swatch, but works: Just ok. Gets the job done.",4.0,Clothing_Shoes_and_Jewelry,1,10
received it: cd great,5.0,Digital_Music,1,11
PRETTY GOOD: Kind of bruised me. Does help with stiffness.,4.0,Sports_and_Outdoors,1,28
"Beautiful cloth background: Beautiful background. I didn't realize when I bought it that it was cloth. Fits perfect on the tank. We held it on with clear packaging tape. Has stayed so far.  I haven't needed to wash it, but it seems as though it would be easy to wash. Folded upon arrival, but the iron took the wrinkles out quick and easy. Really happy with this purchase.",5.0,Pet_Supplies,1,26
"Five Stars: Kid loved it, the product was also a great quality.",5.0,Tools_and_Home_Improvement,1,30
Same as above: Its a gift card,5.0,Gift_Cards,1,13
"As good as OEM at 1/4 the price: I waited on Blue Nook to have the Wasabi batteries for the RX100 because I really enjoyed the version they had for E-PM1. Since I was hit with a bit of ""brand loyalty"" i jumped on these as soon as they were out!<br /><br />I can't give scientific or exact info on the batteries, but I do know they seem to last as long as the OEM batteries. With the OEM batteries I shot ~200 shots per day and would get down to 1/2 capacity. These Wasabi batteries seem to mimic the life of the originals. Couple that with the option to externally charge them and you have a winner. Sadly I can't say how long each took to recharge since I'd either charge overnight or run off and do other errands. The car adapter is a plus for those times may need an emergency boost. But right now 1 OEM plus 2 of these will last me longer than I need.<br /><br />I hope they make batteries for my next camera! It may not be for a few years though, lol.<br /><br />Maybe when I have some spare time I'll try and do a charge/discharge test. I generally don't let my batteries go below 1/2 as going under 40% could lessen the life - according to what the internets told me ;).",5.0,Electronics,1,12
"GREAT!!: Got it as a gift for my dad, he loves it, he uses it for all of his drinks!",5.0,Home_and_Kitchen,1,18
"Motorcycle oil filter.: Great quality, fast service!",5.0,Automotive,1,4
Good fit for price: Perfect fit,4.0,Cell_Phones_and_Accessories,1,9
Works great!: Love this! My bathroom was only built with one outlet and with my Echo Dot there was just never enough plugs. This is great and I can even plug in an air freshener on one side.,5.0,Tools_and_Home_Improvement,1,30
"No change in def or performance: Didn't work well for me  seemed to have no effect, maybe my def too clogged ?",3.0,Automotive,0,4
I loved it!: The movie was as close to the book as it could be.  I loved it!,5.0,Movies_and_TV,1,22
"Lighter/cheaper sole than expected: I expected a rubber sole, it was like foamy or plastic, but they are super cute, and she wanted them to let out the dog, so just in and out from the living room to porch kinda thing.  Perfect price for a cute inexpensive gift",3.0,Unknown,0,32
Don’t hesitate - buy now!: Love these cards! From the design to the hand feel - they’re great!<br />I use them all the time to thank my Rover customers. I’ll be ordering more soon :),5.0,Office_Products,1,24
Redemption code not accurate- not a gift when u give someone a job: I gave this as a gift. The first code did not work. I was horrified someone I gave a gift to had to contact Amazon to get a new one!  They did send one right away and the 2nd time worked. I read the reviews that this could be a potential issue but I took the risk since Spotify does not have an easy method on their website to give a gift.,3.0,Gift_Cards,0,13
Not pure: Didn’t work as well as other brand,3.0,Health_and_Household,0,16
Best USB C charger available: Low profile. Great design. Works as it should. Best USB C charger available. I’ll be purchasing more in the future.,5.0,Cell_Phones_and_Accessories,1,9
"Works ok, it’s just sugar: Bought for an Airbnb.",4.0,Unknown,1,32
Does not fit on a Toyota Highlander 2021: The item is good but it does not fit on the 2021 Toyota Highlander.,1.0,Cell_Phones_and_Accessories,0,9
Starts the morning right!: Wife loves this thing - she streams to it during her morning &#34;get beautiful&#34; routine.  Now if I could only get her to realize she's beautiful without having to go through the &#34;routine&#34; ;),4.0,Electronics,1,12
nice: not much to say. nice air filter.made friends jellous,5.0,Automotive,1,4
I ordered this toy for a friends baby girl's birthday ...: I ordered this toy for a friends baby girl's birthday. It came early than expected and was very cute and cuddly and the sounds are lovely her daughter absolutely loves it. It didn't come with batteries as promised that's the only reason I didn't give it 5 stars.,4.0,Toys_and_Games,1,31
Fast shipping: Everything was great,5.0,Sports_and_Outdoors,1,28
Love Life is Good.: I love supporting Life is Good. This long sleeve shirt has some of my favorite things on it. Flowers and flowers on the sleeve. I appreciate when patches and things are on the sleeves.,5.0,Clothing_Shoes_and_Jewelry,1,10
Love this Dino: Our grandson who is 9 mo. now loves it.  We also bought 2 identical Mary Meyer Dino blankets which he sleeps with every night.  Mary Meyer products are wonderful and we have bought her soft stuffed toys as well.,5.0,Unknown,1,32
Five Stars: Love it,5.0,Unknown,1,32
"I love this printer!: I ask my wife frequently, &#34;Have I mentioned lately that I love this printer?&#34;<br /><br />I had an HP Somedangthingorother previously that irritated the heck out of my with its inability to do much of anything easily except for print text from our main computer.<br /><br />I bought this hoping for some sort of improvement. Imagine my joy when it does everything it is supposed to do with a great amount of ease! It prints! Quickly! From any of our computers / devices wirelessly! Without losing the connections to said devices!<br /><br />That in itself is fantastic, but it does so much more. I can scan with it, easily. Heck, I can even use the ADF to scan stuff in and it somehow manages to scan in both sides of a paper if asked to do so. I was dubious the first time I went to try it and it worked flawlessly. There are features I haven't even tried yet that I bet work wonderfully, like the card reader...and I haven't tried to print on odd-sized paper, but from everything I've seen so far, I'd be willing to bet it will work just as well. Oh, and while I don't print a ton of things in color, I have not yet changed either of the inks from the ones they sent with the printer.<br /><br />If I had one negative thing to say, it's a software issue. I have been scanning in my old photo albums and saving them offsite with a backup service and it's a bit annoying to have to suffix every scan with 001, 002, etc. Sometimes that can be handy, but the ability to turn off the automatic numbering would be a nice feature. Mom's cake recipe001.pdf is unnecessary.<br /><br />Anyways, if I could give this thing six stars, I would. Kudos, Epson, I'll certainly look to you for any future printers.",5.0,Office_Products,1,24
Very Nice: This simple vented shelf has been mounted just below the mixing console and is now the a great solution for keeping the power adapters and wires organized.,5.0,Musical_Instruments,1,23
Looks nice: Got it here on time looks great!,5.0,Office_Products,1,24
Nicely made: Wearing these right now and they are comfy.  They are nice and thick but not too thick.... well made and a perfect must have for working at home or running to the gym or even running!,5.0,Clothing_Shoes_and_Jewelry,1,10
Five Stars: Very good and unlawful tool thank you jameschittock,5.0,Arts_Crafts_and_Sewing,1,3
Perfect: Son loved it,5.0,Office_Products,1,24
MEH. I don't see any difference between this and ...: MEH. I don't see any difference between this and the $29 one I already had from Beat Buy. I'd return it but it's too late.  :(,3.0,Electronics,0,12
"Ideal product!: Love these products! They stay cold overnight and ice is still present in the morning. I don’t use for hot drinks., but I suspect they would be great there too.",5.0,Sports_and_Outdoors,1,28
Playtex: The items were perfect. They fit correctly.,5.0,Clothing_Shoes_and_Jewelry,1,10
"Bunny fan approves: Perfect perfect perfect cookie cutter, especially if you love bunnies. Very cute and perfect to make bunny shaped cookies with. Maes a great stand alone kitchen decoration.",5.0,Home_and_Kitchen,1,18
Don't leave home without it: In fact get a few them. I gave one to each member of my family. These are great and buying them retail helps the manufacturer supply them cheaply to 3rd world and impoverished areas. I am glad these finally became available commercially. One of these straws can provide enough water in an emergency for one person for a year.,5.0,Sports_and_Outdoors,1,28
"Poor materials lead to cracking and no customer support: I like the case but the design and material are such that the corners holding the phone crack and break off leaving no protection and will likely no longer grip the phone. This was with only a couple of weeks of regular use and no dropping. I contacted the company and warranty department 3 times via email and got no response. As a result of the afore mentioned issues and lack of responsiveness, save your money.",1.0,Cell_Phones_and_Accessories,0,9
Buy it: Fine.,5.0,Cell_Phones_and_Accessories,1,9
Five Stars: Very nice and has about everything i need,5.0,Home_and_Kitchen,1,18
Buy it ! AWERSOME!: PERFECT !!,5.0,Health_and_Household,1,16
Great walking shoe for men.: Great walking shoe for men at any age limit.,5.0,Clothing_Shoes_and_Jewelry,1,10
"Great for the Price: My 14 year old daughter and her friend assembled the bed by themselves. it's very sturdy, came with all of the pieces and looks great!",5.0,Home_and_Kitchen,1,18
Right part and price.: Fit fine but won't use until winter returns!,5.0,Patio_Lawn_and_Garden,1,25
BONITA MOCHILA: Se mira muy bonita y con buen acabado. Esperemos que sea duradera.,4.0,Electronics,1,12
"Nice necklace: I bought this necklace for my fourteen year old granddaughters birthday, and she loves it!",5.0,Clothing_Shoes_and_Jewelry,1,10
Nice brite colors: Really  happy to buy it. Happy to find it before Christmas. Not to expensive but good quality. My home will shine like star at this Christmas. Thanks.,5.0,Tools_and_Home_Improvement,1,30
These lights can change the ambiance of any room.: I liked the ease of installation and how it changed the entire room. These are under cabinet lights but they can work any where to set a mood or passive lighting. The motion activation works very well also. I'm already planning to use these again as a design element.,5.0,Tools_and_Home_Improvement,1,30
Best Vietnamese Cookbook Yet: This is by far the best Vietnamese cookbook I have ever seen.  It is beautifully illustrated; its recipes and guidance are detailed; and most if not all of the ingredients appear to be available in ordinary supermarkets.  We cannot wait to try some of its recipes.,5.0,Kindle_Store,1,20
Real Hazelnut flavor nothing artificial.: I love hazelnut coffee but most of the time it involves artificial ingredients/flavorings. This doesn’t. For a pot of coffee I replace a couple tablespoons of my favorite grind with Teccinno hazelnut and it’s perfect. So happy to find this product.,5.0,Grocery_and_Gourmet_Food,1,14
"Solid, came with collars.: Good solid product. Came with collars.",5.0,Sports_and_Outdoors,1,28
Funny gift! Great laughs! Nice and comfortable!: Love it!,5.0,Home_and_Kitchen,1,18
Five Stars: Great 4 stars,5.0,Cell_Phones_and_Accessories,1,9
Small ornament storage box: I wish you had storage ornament box to hold 1 dozen,5.0,Home_and_Kitchen,1,18
I liked ut: Very pretty,4.0,Home_and_Kitchen,1,18
Worth the price: Not as fast as I expected,4.0,Home_and_Kitchen,1,18
Easy to press: Exactly what I needed! Easy to press - secure staples. Perfect!,5.0,Office_Products,1,24
"Four Stars: good, need to order another pack",4.0,Pet_Supplies,1,26
Relief and Comfort: Larger than my last and more comfortable too. Heats up quick and works well on my back and shoulders.,5.0,Unknown,1,32
Five Stars: My mom loves it and wears it everyday!,5.0,Clothing_Shoes_and_Jewelry,1,10
Nooe: Great product if it would actually last longer slightest touch and it shatters.,1.0,Cell_Phones_and_Accessories,0,9
"Brand New and Leaking: This bottle arrived today and I had really high hopes. Sadly I was disappointed right off the bat. The product image makes this look like a sunshine yellow (akin to a hydro flask) but actually it’s the color of the paper amazon packaging or of a school bus. It’s an orange yellow and not at all what I wanted. Still, I was really excited to have a metal camelbak because I like straw water bottles and the ability to keep water cold without condensation. However, even after taking care to follow the wash instructions (I even hand washed everything), the bottle was leaking upon first use. Usually in the past I could drop my camelbak a few times before it started to leak out of the mouth piece but this did it right away. There’s not really a point to a leaky water bottle so I’m very upset over this purchase.",1.0,Home_and_Kitchen,0,18
perfect: It is an excellent way to buy! you don't have to buy inmediately with it and it's easy to use!,5.0,Unknown,1,32
Great: Great,5.0,Home_and_Kitchen,1,18
A great short story.: I loved it. So did parts of my body 😋. It catches your attention quickly and digs in. Got to love Raphael.,5.0,Kindle_Store,1,20
"Very pleased - accurate and easy: I am very happy with this scale - it is easy to use and seems to be very reliable so far. I was able to get the same weight multiple times in a row so I feel fairly confident with the measurement. I was a little afraid that it would feel fragile because it is glass, but this is not the case. It is very sturdy and I don't feel like I am in danger of breaking it or anything like that. I was also able to use it to weigh my cat and find out that he's lost a pound on his new diet!",5.0,Health_and_Household,1,16
"1.06 each ...works almost as good as my 200 clairsonic with less chance of inflamation: Great deal. Amazon has these as an add on for 2.11. that is less than 1.06 each! They are made of silicone which does not harbor bacteria or mold, and they are hypoallergenic. I have a 200.00 clarisonic pro that i have been using but my face is very sensitive. I and now using the lil scrubbies five days a week and the clarisonic pro twice a week. The texture of the lil scrubbies gives me a very gentile but deep scrub that does not cause any inflammation or acne breakouts.  The colors are cute, but honestly I would use these if they were dirt brown and still works as well as the pretty ones!",5.0,Beauty_and_Personal_Care,1,6
Three Stars: Not to loud,3.0,Electronics,0,12
Simple and easy: An auto-off feature would have been nice.,4.0,Unknown,1,32
Excellent additional clear shower curtain: It keeps the water out of a huge walk in shower in my apt.  Which is good because these walk in showers don't have a lip on the inside or outside to keep the water off the floor.  The magnets are great,5.0,Home_and_Kitchen,1,18
perry mason used book.: The book was available at a reasonable price. The postage and handling was typical of what other used book sellers charge.,3.0,Books,0,7
Five Stars: great for my blowgun,5.0,Sports_and_Outdoors,1,28
Five Stars: Great case!!,5.0,Electronics,1,12
Works Perfectly: Easy to install and use.  Would recommend if your garage door system has issues with your car's Homelink.  Love it!,5.0,Tools_and_Home_Improvement,1,30
"A bit small: The black color is true to the picture. The fabric is a dressy chiffon, nice for work. The fit is a bit smaller than is like but it's ok. I would order a size up.",4.0,Clothing_Shoes_and_Jewelry,1,10
Use it to rinse my lashes: If you need it to rinse something like your lashes perfect buy,4.0,Patio_Lawn_and_Garden,1,25
A rare treasure find: Love how you can feel the energy of this labradorite right when you take it out of the box. It is absolutely beautiful with its design. The heart just gives me the hope and love I need for the future. I can feel it being more intensified when it was cleansed and placed on a chain with my clear quartz. My psychic abilities and communication with my angels also have improved.<br /><br />Can’t beat the price…for a piece this beautiful I would have paid 50 or maybe even 100 dollars for. It’s priceless.,5.0,Health_and_Household,1,16
"Great book: I loved this book so much, their journey was so touching.  I loved these characters and the backdrop of the places they visited.",5.0,Kindle_Store,1,20
Four Stars: Buena,4.0,Software,1,27
Five Stars: love it,5.0,Unknown,1,32
Not just like the picture: First photo is on the box  Second photo is the puzzle I spent hours looking for the pieces thinking I lost them till I counted the puzzle pieces. Miss leading.,1.0,Toys_and_Games,0,31
This Mic is Great: Wow get you one,5.0,Musical_Instruments,1,23
Item was never sealed properly: Product was never sealed closed. Arrived in pieces all over the box. It went straight to the bin. After cleaning the mess of course.,1.0,Pet_Supplies,0,26
"Cracked mirror: My daughter loves this little vanity set, but the mirror on it has a pretty good sized crack on it.",1.0,Toys_and_Games,0,31
Worked perfect: Installed in a newer Win 10 laptop.  Perfect plug n play.,5.0,Electronics,1,12
Two Stars: Just didn't like it and stopped watching it,2.0,Movies_and_TV,0,22
Beautiful textile book!: This Book was in perfect condition. It was a library book and I think it had never been checked out!,5.0,Books,1,7
I needed this: Picked this up on a recommendation from a friend. He noticed a lot of negativity in our conversations. Its full of great stories and advice.,5.0,Books,1,7
Five Stars: Laugh out loud funny!,5.0,Kindle_Store,1,20
One Star: its a fudgin paint brush,1.0,Beauty_and_Personal_Care,0,6
Super trendy: Very cute casual top that is perfect for a night out,5.0,Clothing_Shoes_and_Jewelry,1,10
False Advertising - NOT A CLAY BLOCK: It's a sponge with a 1/32 rubber/clay coating on one surface and a solution which is mostly scented water. DON'T waste your money.,1.0,Automotive,0,4
Love it! Easy to thread even the smallest beads: Love it!  Easy to thread even the smallest beads.  Holds up great!,5.0,Arts_Crafts_and_Sewing,1,3
Fantastic shirt/jacket: Looks & feels great. Very warm. Sky high recommendation.,5.0,Clothing_Shoes_and_Jewelry,1,10
"Tarnished in a day: It's cute, but I can no longer wear it because it tarnished after I wore it one day.",1.0,Clothing_Shoes_and_Jewelry,0,10
"Great Service: Great french press -- easy to use, makes fantastic coffee.<br /><br />As important, the service is fantastic.  When the glass in my press broke, the seller immediately responded and offered to send me a new press.<br /><br />Highly recommended.",5.0,Home_and_Kitchen,1,18
Not very practical.: The pocket is sewn on and water leaks through the seams and gets you wet.,3.0,Tools_and_Home_Improvement,0,30
not so hot: does not wear well,3.0,Home_and_Kitchen,0,18
Disappointed: Very flimsy!,1.0,Patio_Lawn_and_Garden,0,25
"Tedious Structure: This is one of the few books I've simply given up on. I made it a fourth of the way through, but found myself skimming much of what I read. Ursula's repeated deaths made it impossible for me to connect with the character. The premise of this novel is interesting, but the repetitive structure just bogged things down for me. Atkinson's writing is strong, and I'm sure there's depth to this book I will not encounter, but I just couldn't read (torture) myself anymore. It's easy to see why this book gets such mixed responses. I for one just grew impatient with its tedious structure.",2.0,Books,0,7
Highly recommended: Very good product like nice and installation was very easy.,5.0,Tools_and_Home_Improvement,1,30
Loved the shirt: Nice shirt. Good fit. If you're a Harry Potter fan you're going to love it.,5.0,Unknown,1,32
Look no further!: Easy to use & accurate! Very good value,5.0,Health_and_Household,1,16
"Cute colors for amazing price: I am 5’2 and needed ski clothing for a trip, I ordered the XL and these fit absolutely perfect! The length came up just a bit but with big boots the length was just right. The flare on the pants are real, but so is every other ski pant you will find, at least these don’t bunch up!",5.0,Clothing_Shoes_and_Jewelry,1,10
"Awesome Kettlebells: I've purchased the 15lb, 20lb, 25lb, and 30lb kettlebells from this seller. They are great! No rough edges at all and the finish is nice and smooth. I use them all the time. They are very solid and I will purchase more when I want different weights. The wide handles were exactly what I wanted - I really dislike kettlebells that are not wide enough for a two handed grip on the cross piece. These comfortably accommodate both hands. Also, I have no trouble at all using them for one-handed moves like curls, one-handed swings, and cleans. (Just for reference, I am a woman with medium sized hands, so I make no claims for how they would work for bigger people).",5.0,Sports_and_Outdoors,1,28
"well designed strip: I attached the power strip under my kitchen cabinet, and it looks great. There is easy access and plenty of room to use wire nuts for the electrical connection. The solid metal strip snaps easily into the mounting brackets. So far, I am pleased. I just wish that a GFCI-equipped version was available.",5.0,Unknown,1,32
